nctid,neoplasm_category,neoplasm
NCT02867553,Neoplasms by Histologic Type,Lymphoma
NCT01977053,Neoplasms by Site,Rectal Neoplasms
NCT00290953,Neoplasms by Site,Lung Neoplasms
NCT01286753,Neoplasms by Site,Thyroid Neoplasms
NCT01286753,Neoplasms by Histologic Type,"Thyroid Cancer, Papillary"
NCT00864253,Neoplasms by Site,Skin Neoplasms
NCT00864253,Neoplasms by Histologic Type,Melanoma
NCT02668653,Neoplasms by Histologic Type,Leukemia
NCT04262453,Neoplasms by Site,Head and Neck Neoplasms
NCT06106945,Neoplasms by Histologic Type,Multiple Myeloma
NCT00796445,Neoplasms by Site,Skin Neoplasms
NCT00796445,Neoplasms by Histologic Type,Melanoma
NCT02391545,Neoplasms by Histologic Type,Lymphoma
NCT03288545,Neoplasms by Site,Urinary Bladder Neoplasms
NCT03288545,Neoplasms by Histologic Type,"Carcinoma, Transitional Cell"
NCT04188145,Neoplasms by Site,Colorectal Neoplasms
NCT02888145,Neoplastic Processes,"Neoplasm, Residual"
NCT03731845,Neoplasms by Site,Breast Neoplasms
NCT00602745,Neoplasms by Site,Pancreatic Neoplasms
NCT00602745,Neoplastic Processes,Neoplasm Metastasis
NCT02601547,Neoplasms by Histologic Type,Lymphoma
NCT00069745,Neoplasms by Site,Prostatic Neoplasms
NCT05147545,Neoplasms by Site,Colonic Neoplasms
NCT06443645,Neoplasms by Site,Breast Neoplasms
NCT06443645,Neoplastic Processes,Carcinogenesis
NCT05497947,Neoplasms by Site,Laryngeal Neoplasms
NCT04221945,Neoplasms by Site,Uterine Cervical Neoplasms
NCT03023345,Neoplasms by Site,Prostatic Neoplasms
NCT04532645,Neoplasms by Site,Ovarian Neoplasms
NCT02484677,Neoplasms by Site,Head and Neck Neoplasms
NCT06749847,Neoplasms by Site,Uterine Cervical Neoplasms
NCT04785547,Neoplasms by Histologic Type,Precursor Cell Lymphoblastic Leukemia-Lymphoma
NCT04785547,Neoplastic Processes,"Neoplasm, Residual"
NCT01318447,Neoplasms by Site,Colorectal Neoplasms
NCT01318447,Neoplastic Processes,Neoplasm Metastasis
NCT01318447,"Neoplasms, Second Primary","Neoplasms, Second Primary"
NCT05348577,Neoplasms by Site,Prostatic Neoplasms
NCT03154047,Neoplasms by Histologic Type,Immunoglobulin Light-chain Amyloidosis
NCT01495247,Neoplasms by Site,Breast Neoplasms
NCT06608147,Neoplasms by Histologic Type,Lymphoma
NCT01231347,Neoplasms by Site,Pancreatic Neoplasms
NCT01231347,Neoplasms by Histologic Type,Adenocarcinoma
NCT01231347,Neoplastic Processes,Neoplasm Metastasis
NCT03007147,Neoplasms by Histologic Type,Leukemia
NCT03975647,Neoplasms by Site,Breast Neoplasms
NCT02032277,Neoplasms by Site,Breast Neoplasms
NCT04504747,Neoplasms by Site,Breast Neoplasms
NCT02038647,Neoplasms by Site,Lung Neoplasms
NCT00424047,Neoplasms by Histologic Type,Multiple Myeloma
NCT03406247,Neoplasms by Site,Head and Neck Neoplasms
NCT03406247,Neoplasms by Histologic Type,Carcinoma
NCT02155647,Neoplasms by Histologic Type,"Carcinoma, Merkel Cell"
NCT03136783,Neoplasms by Site,Skin Neoplasms
NCT03136783,Neoplasms by Histologic Type,Melanoma
NCT05968183,Neoplasms by Site,Uterine Cervical Neoplasms
NCT02545283,Neoplasms by Histologic Type,Leukemia
NCT02298283,Neoplasms by Histologic Type,Lymphoma
NCT06095583,Neoplasms by Site,Lung Neoplasms
NCT02283983,Neoplasms by Site,Breast Neoplasms
NCT02023697,Neoplasms by Site,Prostatic Neoplasms
NCT04002297,Neoplasms by Histologic Type,Lymphoma
NCT06392997,Neoplasms by Site,Uterine Neoplasms
NCT01433445,Neoplasms by Site,Polycythemia Vera
NCT04534205,Neoplasms by Site,Head and Neck Neoplasms
NCT04534205,Neoplasms by Histologic Type,Carcinoma
NCT03197805,Neoplasms by Site,Breast Neoplasms
NCT04288505,Neoplasms by Site,Brain Neoplasms
NCT04973605,Neoplasms by Histologic Type,Multiple Myeloma
NCT03626545,Neoplasms by Site,Lung Neoplasms
NCT06278545,Neoplasms by Histologic Type,Adenocarcinoma
NCT00303745,Neoplasms by Site,Colorectal Neoplasms
NCT02653105,Neoplasms by Site,Hereditary Breast and Ovarian Cancer Syndrome
NCT02653105,"Neoplastic Syndromes, Hereditary","Neoplastic Syndromes, Hereditary"
NCT04776005,Neoplasms by Site,Hematologic Neoplasms
NCT04776005,"Neoplasms, Second Primary","Neoplasms, Second Primary"
NCT05103605,Neoplasms by Site,Lung Neoplasms
NCT06627647,Neoplasms by Site,Lung Neoplasms
NCT02631577,Neoplasms by Histologic Type,Lymphoma
NCT01650077,Neoplasms by Histologic Type,Sarcoma
NCT01663753,Neoplasms by Site,Uterine Cervical Neoplasms
NCT01663753,Neoplasms by Histologic Type,Carcinoma
NCT00920153,Neoplasms by Histologic Type,Lymphoma
NCT00005053,Neoplasms by Site,Pancreatic Neoplasms
NCT04133077,Neoplasms by Site,Breast Neoplasms
NCT00556777,Neoplasms by Site,Breast Neoplasms
NCT02885753,Neoplasms by Site,Colorectal Neoplasms
NCT02516553,Neoplasms by Histologic Type,Carcinoma
NCT02859753,Neoplasms by Site,Liver Neoplasms
NCT02859753,Neoplasms by Histologic Type,Carcinoma
NCT04094077,Neoplasms by Site,Brain Neoplasms
NCT04094077,Neoplastic Processes,Neoplasm Metastasis
NCT02274753,Neoplasms by Site,Colorectal Neoplasms
NCT03161353,Neoplasms by Site,Breast Neoplasms
NCT06780553,Neoplasms by Histologic Type,Cholangiocarcinoma
NCT05186753,Neoplasms by Histologic Type,Mastocytosis
NCT03630653,Neoplasms by Site,Breast Neoplasms
NCT01466153,Neoplasms by Histologic Type,Leukemia
NCT00072553,Neoplasms by Site,Colorectal Neoplasms
NCT01909453,Neoplasms by Site,Skin Neoplasms
NCT01909453,Neoplasms by Histologic Type,Melanoma
NCT01018953,Neoplasms by Histologic Type,Carcinoid Tumor
NCT01805453,Neoplasms by Histologic Type,Glioblastoma
NCT06365853,Neoplasms by Site,Ovarian Neoplasms
NCT06365853,Neoplasms by Histologic Type,"Carcinoma, Ovarian Epithelial"
NCT00106353,Neoplasms by Histologic Type,Adenocarcinoma
NCT01189253,Neoplasms by Histologic Type,Sarcoma
NCT00777153,Neoplasms by Histologic Type,Glioblastoma
NCT04493853,Neoplasms by Site,Prostatic Neoplasms
NCT02290951,Neoplasms by Histologic Type,Lymphoma
NCT01837251,Neoplasms by Site,Ovarian Neoplasms
NCT01837251,Neoplasms by Histologic Type,"Carcinoma, Ovarian Epithelial"
NCT02383251,Neoplasms by Site,Ovarian Neoplasms
NCT02383251,Neoplasms by Histologic Type,"Carcinoma, Ovarian Epithelial"
NCT02310451,Neoplasms by Site,Skin Neoplasms
NCT02310451,Neoplasms by Histologic Type,Melanoma
NCT00667251,Neoplasms by Site,Breast Neoplasms
NCT02227251,Neoplasms by Histologic Type,Lymphoma
NCT00004151,Neoplasms by Site,Lung Neoplasms
NCT05947851,Neoplasms by Histologic Type,Lymphoma
NCT04001751,Neoplasms by Site,Breast Neoplasms
NCT00547651,Neoplasms by Site,Lung Neoplasms
NCT00002851,Neoplasms by Site,Breast Neoplasms
NCT03966651,Neoplasms by Histologic Type,Neuroblastoma
NCT02549651,Neoplasms by Histologic Type,Lymphoma
NCT03020251,Neoplasms by Site,Lung Neoplasms
NCT00364351,Neoplasms by Site,Lung Neoplasms
NCT06380751,Neoplasms by Site,Breast Neoplasms
NCT04235153,Neoplasms by Site,Hematologic Neoplasms
NCT02716051,Neoplasms by Site,Lung Neoplasms
NCT01011751,Neoplasms by Histologic Type,Adenocarcinoma
NCT04952753,Neoplasms by Site,Colorectal Neoplasms
NCT01057953,Neoplasms by Site,Colorectal Neoplasms
NCT00094653,Neoplasms by Site,Skin Neoplasms
NCT00094653,Neoplasms by Histologic Type,Melanoma
NCT05765851,Neoplasms by Site,Breast Neoplasms
NCT00998751,Neoplasms by Site,Gastrointestinal Neoplasms
NCT00998751,Neoplasms by Histologic Type,Gastrointestinal Stromal Tumors
NCT02258451,Neoplasms by Site,Breast Neoplasms
NCT01087151,Neoplasms by Histologic Type,Leukemia
NCT04790253,Neoplasms by Site,Lung Neoplasms
NCT03898453,Neoplasms by Site,Breast Neoplasms
NCT01992653,Neoplasms by Histologic Type,Lymphoma
NCT06649253,Neoplasms by Histologic Type,Leukemia
NCT00688753,Neoplasms by Site,Kidney Neoplasms
NCT00688753,Neoplasms by Histologic Type,Carcinoma
NCT04099251,Neoplasms by Site,Skin Neoplasms
NCT04099251,Neoplasms by Histologic Type,Melanoma
NCT00171951,Neoplasms by Site,Pituitary Neoplasms
NCT00171951,Neoplasms by Histologic Type,ACTH-Secreting Pituitary Adenoma
NCT01374451,Neoplasms by Site,Pancreatic Neoplasms
NCT01374451,Neoplasms by Histologic Type,Neuroendocrine Tumors
NCT00116753,Neoplasms by Site,Prostatic Neoplasms
NCT04428151,Neoplasms by Site,Head and Neck Neoplasms
NCT04428151,Neoplasms by Histologic Type,Carcinoma
NCT03273153,Neoplasms by Site,Skin Neoplasms
NCT03273153,Neoplasms by Histologic Type,Melanoma
NCT06395753,Neoplasms by Site,Prostatic Neoplasms
NCT03475953,Neoplasms by Site,"Carcinoma, Non-Small-Cell Lung"
NCT03475953,Neoplasms by Histologic Type,Carcinoma
NCT05259553,Neoplasms by Histologic Type,Multiple Myeloma
NCT02051751,Neoplasms by Site,Breast Neoplasms
NCT02861651,Neoplasms by Histologic Type,Leukemia
NCT01486251,Neoplasms by Site,Colorectal Neoplasms
NCT06153251,Neoplasms by Histologic Type,Multiple Myeloma
NCT05529251,Neoplasms by Histologic Type,Seminoma
NCT05253651,Neoplasms by Site,Colorectal Neoplasms
NCT03679351,Neoplasms by Histologic Type,Multiple Myeloma
NCT00039351,Neoplasms by Histologic Type,Lymphoma
NCT02983045,Neoplasms by Site,Breast Neoplasms
NCT02983045,Neoplasms by Histologic Type,Carcinoma
NCT05208047,Neoplasms by Site,Gastrointestinal Neoplasms
NCT05208047,Neoplasms by Histologic Type,Gastrointestinal Stromal Tumors
NCT01949545,Neoplasms by Site,Hematologic Neoplasms
NCT06646445,Neoplasms by Site,Colonic Neoplasms
NCT02587247,Neoplasms by Site,Colorectal Neoplasms
NCT02856347,Neoplasms by Site,Thyroid Neoplasms
NCT02856347,Neoplasms by Histologic Type,"Carcinoma, Neuroendocrine"
NCT02789345,Neoplasms by Site,Lung Neoplasms
NCT01324947,Neoplasms by Histologic Type,Multiple Myeloma
NCT01837745,Neoplasms by Site,Thyroid Neoplasms
NCT04770545,Neoplastic Processes,Neoplasm Metastasis
NCT00227747,Neoplasms by Site,Colorectal Neoplasms
NCT00360945,Neoplasms by Site,Nervous System Neoplasms
NCT01326845,Precancerous Conditions,Preleukemia
NCT04641247,Neoplasms by Site,Breast Neoplasms
NCT02083653,Neoplasms by Site,Colorectal Neoplasms
NCT05454553,Neoplasms by Site,Breast Neoplasms
NCT01910753,Neoplasms by Site,Head and Neck Neoplasms
NCT04935853,Neoplasms by Site,Biliary Tract Neoplasms
NCT04525053,Neoplasms by Site,Brain Neoplasms
NCT03010553,Neoplasms by Histologic Type,"Carcinoma, Squamous Cell"
NCT02307253,Neoplasms by Site,Abdominal Neoplasms
NCT04174053,Neoplasms by Site,Hematologic Neoplasms
NCT00222053,Neoplasms by Histologic Type,Multiple Myeloma
NCT04761653,Neoplasms by Site,Meningeal Neoplasms
NCT04761653,Neoplasms by Histologic Type,Meningioma
NCT03949153,Neoplasms by Site,Skin Neoplasms
NCT03949153,Neoplasms by Histologic Type,Melanoma
NCT01532453,Precancerous Conditions,"Keratosis, Actinic"
NCT03631953,Neoplasms by Site,Meningeal Neoplasms
NCT03631953,Neoplasms by Histologic Type,Meningioma
NCT02276053,Neoplasms by Site,Brain Neoplasms
NCT00918853,Neoplasms by Histologic Type,Adenocarcinoma
NCT04879953,Neoplasms by Site,Peritoneal Neoplasms
NCT04879953,Neoplasms by Histologic Type,Carcinoma
NCT02549053,Precancerous Conditions,Barrett Esophagus
NCT01412853,Neoplasms by Site,Prostatic Neoplasms
NCT00189553,Neoplasms by Site,Ovarian Neoplasms
NCT00189553,Neoplasms by Histologic Type,"Carcinoma, Ovarian Epithelial"
NCT02809053,Neoplasms by Histologic Type,Lymphoma
NCT02169687,Neoplasms by Site,Thyroid Nodule
NCT00003287,Neoplasms by Site,Colorectal Neoplasms
NCT01926587,Neoplasms by Histologic Type,Leukemia
NCT01926587,Precancerous Conditions,Preleukemia
NCT02661087,Neoplasms by Histologic Type,Myoma
NCT04912687,Neoplasms by Site,Lung Neoplasms
NCT05443087,Neoplasms by Site,Gastrointestinal Neoplasms
NCT05443087,Neoplasms by Histologic Type,Neuroendocrine Tumors
NCT04729387,Neoplasms by Site,Ovarian Neoplasms
NCT04729387,Neoplasms by Histologic Type,"Carcinoma, Ovarian Epithelial"
NCT04876287,Neoplasms by Site,Thyroid Neoplasms
NCT01910987,Neoplasms by Histologic Type,Multiple Myeloma
NCT02761187,Neoplasms by Histologic Type,Multiple Myeloma
NCT06263387,Neoplasms by Histologic Type,"Leukemia, Myeloid, Acute"
NCT02602587,Neoplasms by Histologic Type,Leukemia
NCT02585687,Neoplasms by Site,Liver Neoplasms
NCT02585687,Neoplasms by Histologic Type,Carcinoma
NCT01489787,Neoplastic Processes,Neoplasm Metastasis
NCT05705687,Neoplasms by Histologic Type,"Neoplasms, Germ Cell and Embryonal"
NCT03126487,Neoplasms by Site,Breast Neoplasms
NCT02572687,Neoplasms by Site,Neoplasms by Site
NCT02572687,Neoplasms by Histologic Type,Adenocarcinoma
NCT01437787,Neoplasms by Site,Hematologic Neoplasms
NCT02631811,Neoplasms by Histologic Type,Leukemia
NCT02880111,Neoplasms by Site,Brain Neoplasms
NCT05489211,Neoplasms by Site,Endometrial Neoplasms
NCT01313611,Neoplasms by Histologic Type,Lymphoma
NCT00076011,Neoplasms by Site,Kidney Neoplasms
NCT01801111,Neoplasms by Site,"Carcinoma, Non-Small-Cell Lung"
NCT05768711,Neoplasms by Histologic Type,Leukemia
NCT00025311,Neoplasms by Site,Nervous System Neoplasms
NCT02716311,Neoplasms by Site,Lung Neoplasms
NCT03275311,Neoplasms by Site,Breast Neoplasms
NCT03632811,Neoplasms by Site,Skin Neoplasms
NCT03632811,Neoplasms by Histologic Type,Mastocytosis
NCT01160211,Neoplasms by Site,Breast Neoplasms
NCT05099211,Neoplasms by Site,Colonic Neoplasms
NCT05855811,"Neoplasms, Second Primary","Neoplasms, Second Primary"
NCT00911911,Neoplasms by Site,Breast Neoplasms
NCT04262687,Neoplasms by Site,Colorectal Neoplasms
NCT05738187,Neoplasms by Site,Head and Neck Neoplasms
NCT04647487,Neoplasms by Site,Breast Neoplasms
NCT01687387,Neoplasms by Histologic Type,Leukemia
NCT04764487,Neoplasms by Site,Kidney Neoplasms
NCT04764487,Neoplasms by Histologic Type,Carcinoma
NCT00357487,Neoplasms by Site,Breast Neoplasms
NCT03191487,Neoplasms by Site,Colorectal Neoplasms
NCT00769587,Neoplasms by Histologic Type,Mastocytosis
NCT00769587,Precancerous Conditions,Precancerous Conditions
NCT04737187,Neoplasms by Site,Colorectal Neoplasms
NCT00875849,Neoplasms by Site,Head and Neck Neoplasms
NCT02260349,Neoplasms by Site,Prostatic Neoplasms
NCT06246149,Neoplasms by Site,Uveal Neoplasms
NCT06246149,Neoplasms by Histologic Type,Melanoma
NCT04641806,Neoplasms by Histologic Type,Lymphoma
NCT04038606,Neoplasms by Site,Breast Neoplasms
NCT02013206,Neoplasms by Site,Lung Neoplasms
NCT04719806,Neoplasms by Histologic Type,Glioma
NCT02764606,Neoplasms by Site,Lung Neoplasms
NCT00135499,Neoplasms by Histologic Type,Lymphoma
NCT05692999,Neoplasms by Site,Lung Neoplasms
NCT05218499,Neoplasms by Histologic Type,Liposarcoma
NCT02233049,Neoplasms by Site,Brain Stem Neoplasms
NCT02233049,Neoplasms by Histologic Type,Glioma
NCT03963206,Neoplasms by Site,Liver Neoplasms
NCT03963206,Neoplasms by Histologic Type,Carcinoma
NCT01675999,Neoplasms by Site,Colonic Neoplasms
NCT05625399,Neoplasms by Site,Skin Neoplasms
NCT05625399,Neoplasms by Histologic Type,Melanoma
NCT04317599,Neoplasms by Site,Colorectal Neoplasms
NCT01290549,Neoplasms by Histologic Type,Lymphoma
NCT02821949,Neoplasms by Site,Lung Neoplasms
NCT00552149,Neoplasms by Site,Biliary Tract Neoplasms
NCT03292406,Neoplasms by Histologic Type,Lymphoma
NCT04887506,Neoplasms by Site,Prostatic Neoplasms
NCT05089006,Neoplasms by Site,Kidney Neoplasms
NCT02576106,Neoplasms by Site,Breast Neoplasms
NCT02576106,Neoplasms by Histologic Type,Carcinoma
NCT00337506,Neoplasms by Histologic Type,Multiple Myeloma
NCT01578499,Neoplasms by Histologic Type,Lymphoma
NCT01265849,Neoplasms by Histologic Type,Carcinoma
NCT01841749,Neoplasms by Site,Breast Neoplasms
NCT01841749,Neoplasms by Histologic Type,Carcinoma
NCT02132949,Neoplasms by Site,Breast Neoplasms
NCT00451906,Neoplasms by Site,Lung Neoplasms
NCT03199599,Neoplasms by Site,Lung Neoplasms
NCT03104699,Neoplasms by Site,Uterine Cervical Neoplasms
NCT04205799,Neoplasms by Site,Uterine Cervical Neoplasms
NCT00981799,Neoplasms by Histologic Type,Precursor Cell Lymphoblastic Leukemia-Lymphoma
NCT00002549,Neoplasms by Histologic Type,Leukemia
NCT02606149,Neoplasms by Site,Lung Neoplasms
NCT00288249,Neoplasms by Site,Breast Neoplasms
NCT00840749,Neoplasms by Site,Lung Neoplasms
NCT02169349,Neoplasms by Site,Lung Neoplasms
NCT05236049,Neoplasms by Site,Eye Neoplasms
NCT03295006,Neoplasms by Site,Liver Neoplasms
NCT03295006,Neoplasms by Histologic Type,Carcinoma
NCT04530006,Neoplasms by Histologic Type,Glioblastoma
NCT04965649,Neoplasms by Site,Hematologic Neoplasms
NCT04965649,Neoplasms by Histologic Type,Leukemia
NCT01053949,Neoplasms by Histologic Type,Multiple Myeloma
NCT00844649,Neoplasms by Histologic Type,Adenocarcinoma
NCT03458949,Neoplasms by Site,Colorectal Neoplasms
NCT02364206,Neoplasms by Histologic Type,Glioblastoma
NCT05694806,Neoplasms by Site,Hematologic Neoplasms
NCT00626106,Neoplasms by Site,Breast Neoplasms
NCT00236249,Neoplasms by Site,Colorectal Neoplasms
NCT06400849,Neoplasms by Site,Breast Neoplasms
NCT04264806,Neoplasms by Histologic Type,Leukemia
NCT04264806,Precancerous Conditions,Preleukemia
NCT06773806,Neoplasms by Site,Prostatic Neoplasms
NCT05794906,Neoplasms by Site,Prostatic Neoplasms
NCT04077099,Neoplasms by Site,Lung Neoplasms
NCT00919399,Neoplasms by Site,Breast Neoplasms
NCT04632199,Neoplasms by Site,Colorectal Neoplasms
NCT04632199,Neoplasms by Histologic Type,Adenocarcinoma
NCT04526106,Neoplasms by Histologic Type,Cholangiocarcinoma
NCT02960906,Neoplasms by Site,Kidney Neoplasms
NCT02960906,Neoplasms by Histologic Type,"Carcinoma, Renal Cell"
NCT05993299,Neoplasms by Histologic Type,Liposarcoma
NCT02364999,Neoplasms by Site,Lung Neoplasms
NCT01756599,Neoplasms by Histologic Type,Leukemia
NCT04290299,Neoplasms by Site,Endometrial Neoplasms
NCT00788099,Neoplasms by Histologic Type,Lymphoma
NCT04886206,Neoplasms by Histologic Type,Leukemia
NCT02788006,Neoplasms by Histologic Type,Adenocarcinoma
NCT03673306,Neoplasms by Site,Breast Neoplasms
NCT05660499,Neoplasms by Site,Brain Neoplasms
NCT00333099,Neoplasms by Site,Head and Neck Neoplasms
NCT01204749,Neoplasms by Site,Ovarian Neoplasms
NCT01204749,Neoplasms by Histologic Type,"Carcinoma, Ovarian Epithelial"
NCT00241449,Neoplasms by Site,Breast Neoplasms
NCT05442749,Neoplasms by Site,Pancreatic Neoplasms
NCT02935049,Neoplasms by Histologic Type,Adenocarcinoma
NCT01494506,Neoplasms by Site,Pancreatic Neoplasms
NCT05007106,Neoplasms by Site,Breast Neoplasms
NCT05007106,Neoplasms by Histologic Type,Carcinoma
NCT00645606,Neoplasms by Histologic Type,Leukemia
NCT03340506,Neoplasms by Site,Lung Neoplasms
NCT03340506,Neoplasms by Histologic Type,Melanoma
NCT02401906,Neoplasms by Site,Orbital Neoplasms
NCT02808442,Neoplasms by Histologic Type,Leukemia
NCT00172042,Neoplasms by Site,Lung Neoplasms
NCT00172042,Neoplastic Processes,Neoplasm Metastasis
NCT02600442,Neoplasms by Site,Breast Neoplasms
NCT01937442,Neoplasms by Histologic Type,Multiple Myeloma
NCT05204342,Neoplasms by Site,Ovarian Neoplasms
NCT05204342,Neoplasms by Histologic Type,"Carcinoma, Ovarian Epithelial"
NCT05383170,Neoplasms by Site,Breast Neoplasms
NCT05383170,Neoplasms by Histologic Type,Carcinoma
NCT02907970,Neoplasms by Site,Uterine Cervical Neoplasms
NCT05981170,Neoplasms by Site,Brain Neoplasms
NCT05981170,Neoplastic Processes,Neoplasm Metastasis
NCT05323370,Neoplasms by Histologic Type,Lymphangioleiomyomatosis
NCT05323370,Hamartoma,Tuberous Sclerosis
NCT05323370,"Neoplasms, Multiple Primary","Neoplasms, Multiple Primary"
NCT05323370,"Neoplastic Syndromes, Hereditary","Neoplastic Syndromes, Hereditary"
NCT06137170,Neoplasms by Site,Colorectal Neoplasms
NCT02853370,Neoplasms by Histologic Type,Lymphoma
NCT02838342,Neoplasms by Histologic Type,Neuroendocrine Tumors
NCT06479070,Neoplasms by Histologic Type,"Carcinoma, Squamous Cell"
NCT02523170,Neoplasms by Site,Pancreatic Neoplasms
NCT02523170,Neoplasms by Histologic Type,"Neoplasms, Cystic, Mucinous, and Serous"
NCT02523170,Cysts,Pancreatic Cyst
NCT05688475,Neoplasms by Histologic Type,Lymphoma
NCT04942275,Neoplasms by Site,Lung Neoplasms
NCT00935675,Neoplasms by Histologic Type,Carcinoma
NCT04979442,Neoplasms by Histologic Type,Liposarcoma
NCT04931342,Neoplasms by Site,Ovarian Neoplasms
NCT02885142,Neoplasms by Site,Anus Neoplasms
NCT01007942,Neoplasms by Site,Breast Neoplasms
NCT01635270,Neoplasms by Site,"Carcinoma, Non-Small-Cell Lung"
NCT01351870,Neoplasms by Histologic Type,Medulloblastoma
NCT04654975,Neoplasms by Site,Esophageal Neoplasms
NCT04654975,Neoplastic Processes,Neoplasm Metastasis
NCT02853006,Neoplasms by Site,Lung Neoplasms
NCT00103506,Neoplasms by Histologic Type,Multiple Myeloma
NCT01854606,Neoplasms by Histologic Type,Lymphoma
NCT02388906,Neoplasms by Site,Skin Neoplasms
NCT02388906,Neoplasms by Histologic Type,Melanoma
NCT02372006,Neoplasms by Histologic Type,Rhabdomyosarcoma
NCT02799706,Neoplasms by Site,Prostatic Neoplasms
NCT02374099,Neoplasms by Site,Breast Neoplasms
NCT04230642,Neoplasms by Site,Liver Neoplasms
NCT05743270,Neoplasms by Site,Head and Neck Neoplasms
NCT05743270,Neoplasms by Histologic Type,Carcinoma
NCT05280470,Neoplasms by Site,Lung Neoplasms
NCT03458975,Neoplasms by Site,Colorectal Neoplasms
NCT03458975,Neoplastic Processes,Neoplasm Metastasis
NCT02178475,Neoplasms by Histologic Type,"Lymphoma, Non-Hodgkin"
NCT02509442,Neoplasms by Histologic Type,Glioma
NCT02454270,Neoplasms by Histologic Type,Lymphoma
NCT02949570,Neoplasms by Histologic Type,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"
NCT02467270,Neoplasms by Histologic Type,Leukemia
NCT03693170,Neoplasms by Site,Colorectal Neoplasms
NCT03162042,Neoplasms by Histologic Type,"Carcinoma, Squamous Cell"
NCT02861742,Neoplasms by Site,Breast Neoplasms
NCT01482442,Neoplasms by Site,Liver Neoplasms
NCT01482442,Neoplasms by Histologic Type,Carcinoma
NCT05005442,Neoplasms by Site,Hematologic Neoplasms
NCT04016142,Neoplasms by Site,Uterine Cervical Neoplasms
NCT04894370,Neoplasms by Site,Anus Neoplasms
NCT04894370,Neoplasms by Histologic Type,Carcinoma
NCT05060770,Neoplasms by Site,Colorectal Neoplasms
NCT01618370,Neoplasms by Site,Prostatic Neoplasms
NCT01618370,Neoplastic Processes,Neoplasm Metastasis
NCT05988970,Neoplasms by Site,Lung Neoplasms
NCT05988970,Neoplastic Processes,"Neoplastic Cells, Circulating"
NCT03976999,Neoplasms by Site,Peritoneal Neoplasms
NCT03976999,Neoplasms by Histologic Type,"Carcinoma, Ovarian Epithelial"
NCT04309942,Neoplasms by Histologic Type,Multiple Myeloma
NCT05301842,Neoplasms by Site,Liver Neoplasms
NCT05301842,Neoplasms by Histologic Type,Carcinoma
NCT02409342,Neoplasms by Site,Lung Neoplasms
NCT02402842,Neoplasms by Site,Anus Neoplasms
NCT02402842,Neoplasms by Histologic Type,Carcinoma
NCT05338970,Neoplasms by Site,Lung Neoplasms
NCT03691870,Neoplasms by Histologic Type,Hemangioma
NCT05546970,Neoplasms by Site,Pancreatic Neoplasms
NCT01336270,Neoplasms by Site,Skin Neoplasms
NCT01336270,Neoplasms by Histologic Type,Melanoma
NCT00600249,Neoplasms by Site,Breast Neoplasms
NCT01610336,Neoplasms by Site,Lung Neoplasms
NCT05566106,Neoplasms by Histologic Type,Papilloma
NCT01101906,Neoplasms by Site,Liver Neoplasms
NCT01101906,Neoplasms by Histologic Type,Carcinoma
NCT03651206,Neoplasms by Site,Ovarian Neoplasms
NCT03651206,Neoplasms by Histologic Type,Carcinosarcoma
NCT02928406,Neoplasms by Site,Urologic Neoplasms
NCT03970499,Neoplasms by Site,Brain Neoplasms
NCT02428842,Neoplasms by Site,Uterine Cervical Neoplasms
NCT00801242,Neoplasms by Site,Prostatic Neoplasms
NCT01349842,Neoplasms by Site,Breast Neoplasms
NCT01349842,Neoplasms by Histologic Type,"Carcinoma, Ductal, Breast"
NCT01349842,Neoplastic Processes,"Neoplastic Cells, Circulating"
NCT03625037,Neoplasms by Histologic Type,Lymphoma
NCT02345915,Neoplasms by Histologic Type,Leukemia
NCT00901615,Neoplasms by Histologic Type,Lymphoma
NCT05763615,Neoplasms by Site,Head and Neck Neoplasms
NCT01798485,Neoplasms by Site,Lung Neoplasms
NCT01798485,Neoplasms by Histologic Type,Adenocarcinoma
NCT02921685,Neoplasms by Site,Hematologic Neoplasms
NCT05519085,Neoplasms by Histologic Type,Multiple Myeloma
NCT02601937,Neoplasms by Site,Ovarian Neoplasms
NCT02601937,Neoplasms by Histologic Type,Sarcoma
NCT06567015,Neoplasms by Site,Lung Neoplasms
NCT03674515,Neoplasms by Site,Breast Neoplasms
NCT00953537,Neoplasms by Site,Breast Neoplasms
NCT02386137,Neoplasms by Histologic Type,Leiomyoma
NCT02734615,Neoplasms by Site,Breast Neoplasms
NCT05170815,Neoplasms by Site,Spinal Cord Neoplasms
NCT04241185,Neoplasms by Site,Urinary Bladder Neoplasms
NCT03274037,Neoplasms by Histologic Type,Glioma
NCT02492737,Neoplasms by Site,Hematologic Neoplasms
NCT02492737,Neoplasms by Histologic Type,"Leukemia, Myeloid"
NCT02492737,Precancerous Conditions,Preleukemia
NCT02361515,Neoplasms by Histologic Type,Adenocarcinoma
NCT04680715,Neoplasms by Site,Breast Neoplasms
NCT03421015,Neoplasms by Site,Prostatic Neoplasms
NCT00295815,Neoplasms by Histologic Type,Glioblastoma
NCT03647215,Neoplasms by Histologic Type,Leukemia
NCT03647215,Neoplastic Processes,"Cell Transformation, Neoplastic"
NCT03037385,Neoplasms by Site,Lung Neoplasms
NCT03037385,Neoplasms by Histologic Type,Carcinoma
NCT03663985,Neoplasms by Site,Head and Neck Neoplasms
NCT04921137,Neoplasms by Site,Breast Neoplasms
