nctid,facility,city,country
NCT01907607,Institut Gustave Roussy,Villejuif,France
NCT01578707,Site # 519,Argenteuil,France
NCT01578707,Site # 511,Bobigny,France
NCT01578707,Site # 515,Bordeaux,France
NCT01578707,Site # 516,Caen,France
NCT01578707,Site # 513,Clermont Ferrand,France
NCT01578707,Site # 510,Marseille,France
NCT01578707,Site # 520,Nantes,France
NCT01578707,Site # 518,Rennes,France
NCT01578707,Site # 517,Vandœuvre-Lès-Nancy,France
NCT01612988,Tournilhac,Clermont Ferrand,France
NCT02701088,Institut de Cancérologie de l'Ouest - Centre Paul Papin,Angers,France
NCT02701088,Centre François Baclesse,Caen,France
NCT02701088,Centre Léon Berard,Lyon,France
NCT02701088,Centre Antoine Lacassagne,Nice,France
NCT02701088,Institut de cancérologie de l'Ouest,St Herblain,France
NCT02701088,Centre Paul Strauss,Strasbourg,France
NCT02701088,IUCT-Oncopole,Toulouse,France
NCT02701088,Institut de Cancérologie de Lorraine,Vandoeuvre-Les-Nancy,France
NCT00929188,,Lille,France
NCT00929188,,Lyon,France
NCT00929188,,Suresnes,France
NCT00929188,,Toulouse,France
NCT00929188,,Villejuif,France
NCT03139188,Service : Unité de soins d'Accompagnement de soins de Support et de soins Palliatifs (UnASP),Strasbourg,France
NCT03139188,Service : Unité de soins d'Accompagnement de soins de Support et de soins Palliatifs (UnASP),Strasbourg,France
NCT01492088,,Bordeaux,France
NCT01492088,,Lyon,France
NCT01492088,,Paris,France
NCT05565378,GSK Investigational Site,Bordeaux,France
NCT05565378,GSK Investigational Site,Caen,France
NCT05565378,GSK Investigational Site,Marseille,France
NCT05565378,GSK Investigational Site,Quimper,France
NCT05565378,GSK Investigational Site,Strasbourg,France
NCT03673878,"Service de dermatologie, CHRU BREST",Brest,France
NCT01494688,Institut Bergonie; Oncologie,Bordeaux,France
NCT01494688,Centre Leon Berard; Departement Oncologie Medicale,Lyon,France
NCT01494688,Institut Curie; Oncologie Medicale,Paris,France
NCT01494688,Ico Rene Gauducheau; Oncologie,Saint Herblain,France
NCT01494688,Institut Claudius Regaud; Departement Oncologie Medicale,Toulouse,France
NCT00409188,Research Site,Besancon,France
NCT00409188,Research Site,Pierre-Benite,France
NCT00409188,Research Site,Beuvry,France
NCT00409188,Research Site,Brest,France
NCT00409188,Research Site,Caen,France
NCT00409188,Research Site,Chauny,France
NCT00409188,Research Site,Marseille,France
NCT00409188,Research Site,Marseille,France
NCT00409188,Research Site,Nancy,France
NCT00409188,Research Site,Nantes-Saint Herblain,France
NCT00409188,Research Site,Paris,France
NCT00409188,Research Site,Perpignan,France
NCT00409188,Research Site,Poitiers,France
NCT00409188,Research Site,Strasbourg,France
NCT00799188,HOSPICES CIVILS de LYON,Lyon,France
NCT00251888,CRLC Val d'Aurelle,Montpellier,France
NCT00251888,Centre Claudius Régaud,Toulouse,France
NCT02732678,Assistance Publique Hôpitaux de Marseille,Marseill,France
NCT06472778,CHRU de Tours - Hopital Trousseau,Chambray Les Tours,France
NCT06472778,CHU Montpellier,Montpellier,France
NCT06472778,Centre Hospitalier Regional d'Orleans (CHRO) - Hopital La Source,Orleans,France
NCT06472778,Hopital Pitie Salpetriere,Paris,France
NCT06472778,CH Rene Dubos,Pontoise,France
NCT03110107,Local Institution - 0019,Lyon,France
NCT03110107,Local Institution - 0020,Toulouse,France
NCT03110107,Local Institution - 0018,Villejuif,France
NCT04958278,CHRU de Brest,Brest,France
NCT00066378,Institut Bergonie,Bordeaux,France
NCT00066378,Centre Henri Becquerel,Rouen,France
NCT03401788,Hospital Georges Pompidou,Paris,France
NCT06439888,Centre Léon Bérard,Lyon,France
NCT06439888,Gustave Roussy,Villejuif,France
NCT03794388,Institut de Cancerologie de L'Ouest,Angers,France
NCT03794388,Chu Grenoble,Grenoble,France
NCT03794388,Chd Vendee,La Roche-Sur-Yon,France
NCT03794388,Centre Oscar Lambret,Lille,France
NCT03794388,Hopital Saint Vincent de Paul,Lille,France
NCT03794388,Centre Leon Berard,Lyon,France
NCT03794388,CHU NICE,Nice,France
NCT03794388,Institut Jean Godinot,Reims,France
NCT03794388,Institut Curie,Saint-Cloud,France
NCT03794388,Iuct Oncopole,Toulouse,France
NCT03794388,Ch Valenciennes,Valenciennes,France
NCT01367288,"Hopital Femme Mère Enfant, Service de Gynécologie",Bron,France
NCT03569488,Chru Amiens,Amiens,France
NCT03569488,Caen University Hospital,Caen,France
NCT03569488,Chru Lille,Lille,France
NCT03569488,Centre Oscar Lambret,Lille,France
NCT03569488,Chru Nancy,Nancy,France
NCT03569488,Chru Nantes,Nantes,France
NCT03569488,Chru Tours,Tours,France
NCT03569488,clc VANDEUVRE LES NANCY,Vandœuvre-Lès-Nancy,France
NCT04222478,Centre Hospitalier Régional Universitaire de Brest - Hôpital Morvan,Brest,France
NCT04222478,Hôpital Forcilles,Férolles-Attilly,France
NCT04222478,GHP Saint Joseph,Paris,France
NCT04222478,Hôpital Foch,Suresnes,France
NCT05275478,Institut Bergonié,Bordeaux,France
NCT05275478,Centre Léon Bérard,Lyon,France
NCT05275478,EDOG Institut de Cancerologie de l'Ouest,Saint-Herblain,France
NCT05275478,Institut Oncopole Claudius Regaud,Toulouse,France
NCT05275478,Institute Gustav Roussy,Villejuif,France
NCT05233878,Fédération d'endocrinologie Hôpital Cardiologique/Groupement Hospitalier Est,Bron,France
NCT03915678,Institut Bergonié,Bordeaux,France
NCT03915678,Chu Brest,Brest,France
NCT03915678,Centre François Baclesse,Caen,France
NCT03915678,Centre Georges François Leclerc,Dijon,France
NCT03915678,Centre Oscar Lambret,Lille,France
NCT03915678,Hôpital La Timone,Marseille,France
NCT03915678,Institut Paoli Calmettes,Marseille,France
NCT03915678,Institut Curie,Paris,France
NCT03915678,CHU Poitiers,Poitiers,France
NCT03915678,Centre Eugène Marquis,Rennes,France
NCT03915678,IUCT Oncopôle,Toulouse,France
NCT00850278,Caen University Hospital,Caen,France
NCT00111007,,Bordeaux,France
NCT00111007,,Boulogne-Billancourt,France
NCT00111007,,Brest,France
NCT00111007,,Lyon,France
NCT00111007,,Montpellier,France
NCT00111007,,Paris,France
NCT00111007,,Paris,France
NCT00111007,,Villejuif,France
NCT02302807,Ico - Paul Papin,Angers,France
NCT02302807,Institut Sainte Catherine;Recherche Clinique,Avignon,France
NCT02302807,Chr De Besancon - Hopital Jean Minjoz,Besancon,France
NCT02302807,Hopital Saint Andre,Bordeaux,France
NCT02302807,Institut Bergonie; Oncologie,Bordeaux,France
NCT02302807,Centre Francois Baclesse; Recherche Clinique,Caen,France
NCT02302807,CHU Henri Mondor; Service d'Oncologie Medicale,Creteil,France
NCT02302807,Clinique Chenieux; Oncology,Limoges,France
NCT02302807,Centre Leon Berard; Departement Oncologie Medicale,Lyon,France
NCT02302807,Institut J Paolii Calmettes,Marseille,France
NCT02302807,Institut régional du Cancer Montpellier,Montpellier,France
NCT02302807,Centre D'Oncologie de Gentilly; Oncology,Nancy,France
NCT02302807,Centre Antoine Lacassagne,Nice,France
NCT02302807,"CHU De Nimes, Hopital Caremeau; Service De Neurologie Du Prof. Pierre Labauge",Nimes,France
NCT02302807,Hopital Cochin; Unite Fonctionnelle D Oncologie,Paris,France
NCT02302807,Institut Curie; Recherche Clinique,Paris,France
NCT02302807,Hopital Saint Louis; Oncologie Medicale,Paris,France
NCT02302807,Hopital Europeen Georges Pompidou; Service D'Oncologie Medicale,Paris,France
NCT02302807,Centre Hospitalier Lyon Sud,Pierre Benite,France
NCT02302807,CHU de Rouen - Hôpital Charles Nicolle,Rouen,France
NCT02302807,ICO - Site René Gauducheau,Saint Herblain,France
NCT02302807,Hopital Hautepierre; Hematologie Oncologie,Strasbourg,France
NCT02302807,Hopital Foch; Oncologie,Suresnes,France
NCT02302807,Institut Claudius Regaud; Departement Oncologie Medicale,Toulouse,France
NCT02302807,Institut Gustave Roussy; Departement Oncologie Medicale,Villejuif,France
NCT03795207,Institut Bergonie,Bordeaux,France
NCT03795207,CHRU de Brest,Brest,France
NCT03795207,Centre Georges François Leclerc,Dijon,France
NCT03795207,Centre Oscar Lambret,Lille,France
NCT03795207,Chbs Lorient,Lorient,France
NCT03795207,Centre Léon Bérard,Lyon,France
NCT03795207,Institut de Cancérologie de Montpellier,Montpellier,France
NCT03795207,Hospices Civils de Lyon,Pierre-Bénite,France
NCT03795207,ICO,Saint-Herblain,France
NCT00056407,GSK Investigational Site,Amiens,France
NCT00056407,GSK Investigational Site,Arcachon,France
NCT00056407,GSK Investigational Site,Auch,France
NCT00056407,GSK Investigational Site,Besancon,France
NCT00056407,GSK Investigational Site,Bois Bernard,France
NCT00056407,GSK Investigational Site,Bordeaux,France
NCT00056407,GSK Investigational Site,Boujan Sur Libron,France
NCT00056407,GSK Investigational Site,Cabestany,France
NCT00056407,GSK Investigational Site,Caen,France
NCT00056407,GSK Investigational Site,Cannes,France
NCT00056407,GSK Investigational Site,Carpentras,France
NCT00056407,GSK Investigational Site,Chalon Sur Saone,France
NCT00056407,GSK Investigational Site,Cholet,France
NCT00056407,GSK Investigational Site,Châlons-En-Champagne,France
NCT00056407,GSK Investigational Site,Créteil,France
NCT00056407,GSK Investigational Site,Dijon,France
NCT00056407,GSK Investigational Site,Domarin,France
NCT00056407,GSK Investigational Site,Dunkerque,France
NCT00056407,GSK Investigational Site,Fourmies,France
NCT00056407,GSK Investigational Site,Grande Synthe,France
NCT00056407,GSK Investigational Site,Guilherand Granges,France
NCT00056407,GSK Investigational Site,Le Havre,France
NCT00056407,GSK Investigational Site,Le Raincy,France
NCT00056407,GSK Investigational Site,Lille,France
NCT00056407,GSK Investigational Site,Longjumeau,France
NCT00056407,GSK Investigational Site,Lyon,France
NCT00056407,GSK Investigational Site,Marseille,France
NCT00056407,GSK Investigational Site,Marseille,France
NCT00056407,GSK Investigational Site,Montauban,France
NCT00056407,GSK Investigational Site,Montpellier,France
NCT00056407,GSK Investigational Site,Nimes,France
NCT00056407,GSK Investigational Site,Orleans,France
NCT00056407,GSK Investigational Site,Orsay,France
NCT00056407,GSK Investigational Site,Paris,France
NCT00056407,GSK Investigational Site,Paris,France
NCT00056407,GSK Investigational Site,Pau,France
NCT00056407,GSK Investigational Site,Pierre Benite,France
NCT00056407,GSK Investigational Site,Ploemeur,France
NCT00056407,GSK Investigational Site,Poitiers,France
NCT00056407,GSK Investigational Site,Reims,France
NCT00056407,GSK Investigational Site,Rouen,France
NCT00056407,GSK Investigational Site,Saint Cyr Sur Loire,France
NCT00056407,GSK Investigational Site,Saint Etienne,France
NCT00056407,GSK Investigational Site,Saint Etienne,France
NCT00056407,GSK Investigational Site,Saint Grégoire,France
NCT00056407,GSK Investigational Site,Saint Martin D'Heres,France
NCT00056407,GSK Investigational Site,Saint Nazaire,France
NCT00056407,GSK Investigational Site,Saint Quentin,France
NCT00056407,GSK Investigational Site,Suresnes,France
NCT00056407,GSK Investigational Site,Toulouse,France
NCT00056407,GSK Investigational Site,Tours,France
NCT00056407,GSK Investigational Site,Tours,France
NCT00056407,GSK Investigational Site,Troyes,France
NCT00056407,GSK Investigational Site,Vannes,France
NCT03022188,Hopital Sud,Amiens,France
NCT03022188,CHU Angers,Angers,France
NCT03022188,CHRU Jean Minjoz,Besançon,France
NCT03022188,Hopital du Haut Leveque,Bordeaux,France
NCT03022188,Hopital Beaujon,Clichy,France
NCT03022188,Hopital Bocage central,Dijon,France
NCT03022188,Centre Hospitalier Lyon Sud,Lyon,France
NCT03022188,Hopital Edouard Herriot,Lyon,France
NCT03022188,Hopital Privé Jean Mermoz,Lyon,France
NCT03022188,Hopital de la Timone,Marseille,France
NCT03022188,Hopital Nord,Marseille,France
NCT03022188,Hopital Privé Européen,Marseille,France
NCT03022188,Hopital Saint Joseph,Marseille,France
NCT03022188,Institut Paoli Calmette,Marseille,France
NCT03022188,Hotel Dieu,Nantes,France
NCT03022188,Hopital de l'archet 2,Nice,France
NCT03022188,Clinique du Trocadero,Paris,France
NCT03022188,Hopital Cochin,Paris,France
NCT03022188,Hopital Européen George Pompidou,Paris,France
NCT03022188,Hopital Robert Debré,Reims,France
NCT03022188,CHU Rangueil,Toulouse,France
NCT01221688,CHU,Angers,France
NCT01221688,Institut de Cancerologie de L'Ouest,Angers,France
NCT01221688,Institut Bergonié,Bordeaux,France
NCT01221688,CHU,Brest,France
NCT01221688,Centre Jean Perrin,Clermont Ferrand,France
NCT01221688,CH,La Roche-Sur-Yon,France
NCT01221688,Centre Oscar Lambret,Lille,France
NCT01221688,Centre Léon Berard,Lyon,France
NCT01221688,Institut Paoli Calmette,Marseille,France
NCT01221688,INSTITUT DE CANCEROLOGIE DE MONTPELLIER Val d'aurelle,Montpellier,France
NCT01221688,Institut de Cancérlogie de Lorraine,Nancy,France
NCT01221688,Institut Curie,Paris,France
NCT01221688,Hôpital Européen Georges Pompidou,Paris,France
NCT01221688,Hôpital Lariboisière,Paris,France
NCT01221688,HEGP,Paris,France
NCT01221688,Institut de cancérologie de l'Ouest,Saint Herblain,France
NCT01221688,Institut Curie,Saint-Cloud,France
NCT01221688,ICANS,Strasbourg,France
NCT03518307,Service de Dermatologie,Strasbourg,France
NCT06386107,Chu Clermont-Ferrand,Clermont-Ferrand,France
NCT06386107,CHU de Grenoble,Grenoble,France
NCT06386107,HCL,Lyon,France
NCT06386107,Chu St-Etienne,Saint-Étienne,France
NCT02558907,CHU,Caen,France
NCT02558907,Centre François Baclesse,Caen,France
NCT00094107,Pfizer Investigational Site,Paris,France
NCT04167007,APHP - Groupe Hospitalier Pitié-Salpêtrière,Paris,France
NCT03275285,Investigational Site Number : 2500003,Lille,France
NCT03275285,Investigational Site Number : 2500001,Nantes,France
NCT03275285,Investigational Site Number : 2500006,Paris,France
NCT03275285,Investigational Site Number : 2500002,Pessac,France
NCT03275285,Investigational Site Number : 2500005,Pierre Benite,France
NCT03275285,Investigational Site Number : 2500004,Poitiers,France
NCT04300556,Centre Antoine Lacassagne Centre Régional de Lutte Contre Le Cancer,Nice,France
NCT04300556,ICANS - Institut de cancérologie Strasbourg Europe,Strasbourg,France
NCT04300556,Institut Paoli Calmettes,Marseille,France
NCT04300556,Hopitaux de La Timone,Marseille,France
NCT04300556,Centre François Baclesse,Caen,France
NCT04300556,Clinique Amoricaine de Radiologie,Saint-Brieuc,France
NCT04300556,EDOG Institut de Cancerologie de l'Ouest - PPDS,Nantes,France
NCT04300556,Clinique Catherine de Sienne,Nantes,France
NCT04300556,Centre Oscar Lambret,Lille,France
NCT04300556,Centre Hospitalier de la Cote Basque,Bayonne,France
NCT04300556,Centre Leon Berard Centre Regional de Lutte Contre,Lyon,France
NCT04300556,Centre Léon Bérard Centre Régional de Lutte Contre Le Cancer Rhône Alpes,Lyon,France
NCT04300556,CLCC - Gustave Roussy Cancer,Villejuif,France
NCT04300556,Hôpital de la Croix Saint-Simon,Paris,France
NCT04300556,Hopital Cochin,Paris,France
NCT04843085,Groupement Hospitalier Est HCL,Bron,France
NCT04843085,Institut du Cerveau et de la Moelle,Paris,France
NCT04282356,Institut du Cancer de Montpellier - Val d'Aurelle,Montpellier,France
NCT02308085,Institut Bergonie,Bordeaux,France
NCT02308085,Centre Oscar Lambret,Lille,France
NCT02308085,French Lyon Cancer Center,Lyon,France
NCT02308085,"APHP, Tenon Hospital in Paris",Paris,France
NCT04671485,Institut de Cancérologie de Lorraine,Vandoeuvre Les Nancy,France
NCT04671485,Institut de Cancérologie de Lorraine,Vandœuvre-Lès-Nancy,France
NCT00274885,CHU de Grenoble - Hopital Michallon,Grenoble,France
NCT00274885,Centre Hospital Universitaire Hop Huriez,Lille,France
NCT00274885,Clinique Saint Jean,Lyon,France
NCT00274885,Hopital Saint Antoine,Paris,France
NCT00274885,CHU Pitie-Salpetriere,Paris,France
NCT00274885,Hopital Tenon,Paris,France
NCT05942885,Service MB1 - Hôpital Lyon Sud - HCL,Lyon,France
NCT02135185,Institut régional du Cancer - Montpellier - Val d'Aurelle,Montpellier,France
NCT02437656,Centre Marie Curie,Arras,France
NCT02437656,Centre Pierre Curie,Beuvry,France
NCT02437656,Centre Léonard de Vinci - SARL du pont Saint Vaast,Douai,France
NCT02437656,Institut André Dutreix,Dunkerque,France
NCT02437656,Centre Hospitalier,Lens,France
NCT02437656,Clinique du Bois - Centre Bourgogne,Lille,France
NCT02437656,Centre Oscar Lambret,Lille,France
NCT02437656,Centre Galilée - Hôpital Privé La Louvière,Lille,France
NCT02437656,Centre Gray,Maubeuge,France
NCT02437656,Centre Joliot-Curie,St Martin-Boulogne,France
NCT02437656,Clinique des Dentellières,Valenciennes,France
NCT03887156,CHU Amiens-Picardie,Amiens,France
NCT03887156,CHU Angers,Angers,France
NCT03887156,CHU de Caen,Caen,France
NCT03887156,HIA Percy,Clamart,France
NCT03887156,CHU Clermont-Ferrand,Clermont-Ferrand,France
NCT03887156,Hôpital Dupuyten,Limoges,France
NCT03887156,Hôtel Dieu,Nantes,France
NCT03887156,CHU Nice,Nice,France
NCT03887156,Hôpital de la Pitiè-Salpétrière,Paris,France
NCT03887156,Hôpital Necker Enfants Malades,Paris,France
NCT03887156,CHU Bordeaux,Pessac,France
NCT03887156,CHU de Poitiers,Poitiers,France
NCT03887156,CHU de Rennes,Rennes,France
NCT03887156,L'Institut de Cancérologie de la Loire,Saint-Priest-En-Jarez,France
NCT03887156,Institut Universitaire du Cancer de Toulouse,Toulouse,France
NCT03887156,CHRU Nancy - Hôpital de Brabois,Vandœuvre-Lès-Nancy,France
NCT02181556,CHU - Hôtel Dieu,Angers,France
NCT02181556,Hôpital Avicenne,Bobigny,France
NCT02181556,CHU - Hôpital François Mitterand,Dijon,France
NCT02181556,Clinique Jean Mermoz,Lyon,France
NCT02181556,La Timone,Marseille,France
NCT02181556,Hôpital Européen Geaorge Pompidou (HEGP),Paris,France
NCT02181556,Hôpital La Pitié Salpetière,Paris,France
NCT02181556,Hôpital Trousseau,Tours,France
NCT04949256,Institut De Cancerologie De Lorraine ( Site 1010),Vandoeuvre Les Nancy,France
NCT04949256,Institut de cancérologie Strasbourg Europe (ICANS) ( Site 1014),Strasbourg,France
NCT04949256,Centre François Baclesse ( Site 1009),Caen,France
NCT04949256,Centre Georges Francois Leclerc ( Site 1008),Dijon,France
NCT04949256,C.H. regional Unv. de Brest - Hopital La Cavale Blanche - Institut de Cancerologie et d Imagerie ( S,Brest,France
NCT04949256,CHU Besançon ( Site 1015),Besançon,France
NCT04949256,CHU Bordeaux Haut-Leveque ( Site 1012),Pessac,France
NCT04949256,Institut du Cancer de Montpellier ( Site 1002),Montpellier,France
NCT04949256,CHRU de Tours - Hopital Bretonneau ( Site 1018),Tours,France
NCT04949256,Institut De Cancerologie De L Ouest ( Site 1003),Saint Herblain,France
NCT04949256,Hôpital Claude Huriez ( Site 1030),Lille,France
NCT04949256,Hopital Henri Mondor ( Site 1007),Creteil,France
NCT04949256,Hopital Saint Louis ( Site 1029),Paris,France
NCT00426556,Novartis Investigative Site,Paris,France
NCT00426556,Novartis Investigative Site,Saint-Herblain Cédex,France
NCT00426556,Novartis Investigative Site,Toulouse,France
NCT00426556,Novartis Investigative Site,Villejuif,France
NCT03212742,CHU,Amiens,France
NCT03212742,Institut de Cancérologie de l'Ouest,Angers,France
NCT03212742,CHU,Bordeaux,France
NCT03212742,Centre François Baclesse,Caen,France
NCT03212742,Centre Guillaume le Conquérant,Le Havre,France
NCT03212742,CH du Havre,Le Havre,France
NCT03212742,GHBS,Lorient,France
NCT03212742,Centre léon Bérard,Lyon,France
NCT03212742,Hôpitaux universitaires La Pitié Salpétrière - Charles Foix,Paris,France
NCT03212742,Institut Curie,Paris,France
NCT03212742,Centre Hospitalier Lyon Sud,Pierre-Bénite,France
NCT03212742,Centre Eugène Marquis,Rennes,France
NCT03212742,Centre Henri Becquerel,Rouen,France
NCT03212742,Institut de Cancérologie de l'Ouest,Saint-Herblain,France
NCT03212742,Institut Claudius Regaud,Toulouse,France
NCT02787642,Institut Bergonié,Bordeaux,France
NCT02787642,Centre Léon Bérard,Lyon,France
NCT02787642,Institut du Cancer de Montpellier,Montpellier,France
NCT02787642,Institut Claudius Regaud - IUCT,Toulouse,France
NCT00003642,Institut Bergonie,Bordeaux,France
NCT00003642,CHR de Grenoble - La Tronche,Grenoble,France
NCT02185170,"Grenoble University Hospital, Urology and Anatomopathology Department",Grenoble,France
NCT02741570,Local Institution - 0133,Amiens,France
NCT02741570,Local Institution - 0094,Bordeaux,France
NCT02741570,Local Institution - 0140,La Tronche,France
NCT02741570,Local Institution - 0090,Lille,France
NCT02741570,Local Institution - 0138,Lyon,France
NCT02741570,Local Institution - 0054,Lyon,France
NCT02741570,Local Institution - 0126,Marseille,France
NCT02741570,Local Institution - 0055,Nice,France
NCT02741570,Local Institution - 0039,Paris,France
NCT02741570,Local Institution - 0088,Paris,France
NCT02741570,Local Institution,Paris,France
NCT02741570,Local Institution - 0089,Strasbourg,France
NCT02741570,Local Institution - 0040,Villejuif,France
NCT00812175,,Many Locations,France
NCT04134832,Service D'Hematologie Et D'Oncologie,Strasbourg,France
NCT01528085,Centre Hospitalier du Pays d'Aix,Aix-En-Provence,France
NCT01528085,CHU d'Amiens - Hôpital Sud,Amiens,France
NCT01528085,Chu Angers,Angers,France
NCT01528085,Centre Hospitalier Victor Dupouy,Argenteuil,France
NCT01528085,Centre Hospitalier de la Côte Basque,Bayonne,France
NCT01528085,CHU de Besançon - Hôpital Jean Minjoz,Besançon,France
NCT01528085,CHU de Brest - Hôpital Morvan,Brest,France
NCT01528085,"""CHU Cote de nacre """,Caen,France
NCT01528085,CHU Estaing,Clermont Ferrand,France
NCT01528085,AP-HP - Hôpital Henri Mondor,Creteil,France
NCT01528085,CHRU de Dijon,Dijon,France
NCT01528085,CHU de Grenoble,Grenoble,France
NCT01528085,CH de Versailles - Hôpital André Mignot,Le Chesnay,France
NCT01528085,"Groupe Hospitalier de l'Institut Catholique de Lille, hôpital Saint-Vincent",Lille,France
NCT01528085,CHRU de Lille,Lille,France
NCT01528085,C H U de Limoges - Hôpital Dupuytren,Limoges,France
NCT01528085,Institut Paoli-Calmettes,Marseille,France
NCT01528085,CH de Meaux,Meaux,France
NCT01528085,Hôpital Saint-Eloi,Montpellier,France
NCT01528085,CH de Mulhouse - Hôpital Emile Muller,Mulhouse,France
NCT01528085,"CHU Hôtel Dieu, Nantes",Nantes,France
NCT01528085,CHU de Nice - Hôpital l'Archet 1,Nice,France
NCT01528085,CHR d'Orléans - Hôpital La Source,Orleans,France
NCT01528085,AP-HP - Hôpital Saint Louis,Paris,France
NCT01528085,AP-HP - Hôpital SAINT-ANTOINE,Paris,France
NCT01528085,AP-HP - Hôpital Necker,Paris,France
NCT01528085,CH de Perpignan - Hôpital Saint-Jean,Perpignan,France
NCT01528085,CHU de Bordeaux - Hôpital Haut-Lévêque,Pessac,France
NCT01528085,Centre Hospitalier Lyon Sud,Pierre-Bénite,France
NCT01528085,CHU de Poitiers - Hôpital La Milétrie,Poitiers,France
NCT01528085,CH de la Région d'Annecy,Pringy,France
NCT01528085,CHU de Reims - Hôpital Robert Debré,Reims,France
NCT01528085,"CHU de Rennes, Hôpital Pontchaillou",Rennes,France
NCT01528085,"Centre Henri Becquerel, Rouen",Rouen,France
NCT01528085,CHU de La Réunion - Hôpital Félix Guyon,Saint Denis,France
NCT01528085,CHRU de Strasbourg - Hôpital Hautepierre,Strasbourg,France
NCT01528085,HIA Sainte Anne,Toulon,France
NCT01528085,"""Institut Universitaire du Cancer (CHU de Toulouse - Hôpital Purpan)""",Toulouse,France
NCT01528085,CHRU de Tours - Hôpital Bretonneau,Tours,France
NCT01528085,Centre Hospitalier de Valenciennes,Valenciennes,France
NCT01528085,CHU de Nancy - Hôpital Brabois,Vandoeuvre Les Nancy,France
NCT04837885,Institut Bergonié,Bordeaux,France
NCT04837885,Institut de cancérologie du Gard (ICG) - CHU de Nîmes,Nîmes,France
NCT04837885,CHU Bordeaux - Hôpital Haut Lévêque,Pessac,France
NCT04837885,Institut universitaire du cancer de Toulouse (IUCT) Oncopole,Toulouse,France
NCT00386685,Sanofi-Aventis Administrative Office,Paris,France
NCT05195385,Hôtel-Dieu,Paris,France
NCT06224985,Necker enfants malades Hospital,Paris,France
NCT01327885,,Angers,France
NCT01327885,,Bordeaux,France
NCT01327885,,Lyon,France
NCT01327885,,Marseille,France
NCT01327885,,Nantes,France
NCT01327885,,Paris,France
NCT01327885,,Poitiers,France
NCT01327885,,Saint-Priest En Jarez,France
NCT01327885,,Villejuif,France
NCT04703985,CH de la Côte Basque,Bayonne,France
NCT04703985,CHU Bordeaux,Bordeaux,France
NCT03961737,ICO,Saint-Herblain,France
NCT04823715,"Croix-Rousse Hospital, Hospices Civils de Lyon",Lyon,France
NCT01160315,CHU Dijon,Dijon,France
NCT01160315,CHU Nancy,Nancy,France
NCT01160315,Henry-Mondor Hospital,Paris-Creteil,France
NCT01160315,Hôpital Hotel Dieu,Paris,France
NCT01160315,St Louis Hospital,Paris,France
NCT01160315,CHU St Antoine,Paris,France
NCT01160315,Centre Henri Beckerel,Rouen,France
NCT03234985,Service d'hématologie - Centre Hospitalier Lyon Sud - Hospices Civils de LYON,Pierre-Bénite,France
NCT00970385,Dr REMY GRESSIN,Grenoble,France
NCT06154785,Hôpital Jean Minoz,Besançon,France
NCT06154785,Clinique Tivoli-Ducos - Bordeaux Colorectal Institute,Bordeaux,France
NCT06154785,Hôpital Albert Michallon,La Tronche,France
NCT06154785,Hôpital Bicêtre,Le Kremlin-Bicêtre,France
NCT06154785,Hôpital Nord-Marseille,Marseille,France
NCT06154785,Clinique Hartmann,Neuilly-Sur-Seine,France
NCT06154785,Hopital Saint-Louis,Paris,France
NCT06154785,Hôpital Saint-Antoine,Paris,France
NCT06154785,Hôpital Européen Georges Pompidou,Paris,France
NCT06154785,Hôpital Lyon Sud,Pierre Benite,France
NCT06154785,Hopital Charles Nicolle,Rouen,France
NCT06764485,Local Institution - 0167,Nice,France
NCT06764485,Local Institution - 0169,Strasbourg,France
NCT06764485,Local Institution - 0177,Vandoeuvre-Lès-Nancy,France
NCT06764485,Local Institution - 0166,Pierre-Bénite,France
NCT06764485,Local Institution - 0231,Le Mans,France
NCT06764485,Local Institution - 0179,Villejuif,France
NCT06764485,Local Institution - 0165,Clermont-Ferrand,France
NCT06764485,Local Institution - 0178,Paris,France
NCT04925856,CHRU Jean Minjoz,Besançon,France
NCT04925856,Centre Georges Francois Leclerc,Dijon,France
NCT01649856,Ch Victor Dupouy; Hematologie,Argenteuil,France
NCT01649856,Hopital Augustin Morvan; Hematologie,Brest,France
NCT01649856,Ch Du Mans; Medecine Hematologie Oncologie,Le Mans,France
NCT01649856,Centre ONCOGARD - Institut de Cancerologie du Gard,Nimes,France
NCT01649856,Ch De Saint Quentin; Medecine B10,Saint Quentin,France
NCT01649856,Hopital Sud; Hematologie Clinique,Salouel,France
NCT01649856,Hopital Yves Le Foll; Hematologie Oncologie,St Brieuc,France
NCT01649856,Clinique Ste Anne,Strasbourg,France
NCT01649856,Hopital Hautepierre; Hematologie Oncologie,Strasbourg,France
NCT01649856,Hia Sainte Anne; Medecine Interne Oncologie,Toulon,France
NCT05304156,Hôpital Avicenne,Bobigny,France
NCT05304156,Hôpital Saint Louis,Paris,France
NCT00126256,Institut Gustave-Roussy,Villejuif,France
NCT04391556,Chu Gabriel Montpied,Clermont-Ferrand,France
NCT04391556,Centre Jean Perrin,Clermont-Ferrand,France
NCT04391556,Centre Hospitalier de Grenoble Hôpital Nord Michallon,La Tronche,France
NCT04391556,Centre Léon Bérard,Lyon,France
NCT04391556,APHM - Hôpital Nord,Marseille,France
NCT04391556,Centre Hospitalier Lyon Sud,Pierre-Bénite,France
NCT01393756,Institut Bergonié,Bordeaux,France
